name,MAG,RS_sum,RP_sum,Completeness,Contamination,size,Domain,Phylum,Class,Order,Family,Genus,Species,category
MAG_241,YL.RS.Si032_bins.metabat2.1.fa.403,75038.88647,16886.04257,61.16,1.75,4.62357044219971,Bacteria,Chloroflexota,UBA6077,UBA6077,CF-72,Unassign,Unassign,RS sig
MAG_242,YL.RS.Si032_bins.metabat2.1.fa.409,34193.2129,19862.22679,73.28,3.99,4.24880313873291,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Unassign,Unassign,RS sig
MAG_243,YL.RS.Si032_bins.metabat2.1.fa.416,107422.5425,67711.03002,53.95,3.45,2.20163536071777,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomicrobium,Unassign,RS sig
MAG_244,YL.RS.Si032_bins.metabat2.1.fa.422,35555.33803,20180.03235,79.7,4.52,6.48962783813477,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Unassign,Unassign,RS
MAG_245,YL.RS.Si032_bins.metabat2.1.fa.445,19759.21345,16016.72833,56.55,1.72,3.25938129425049,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas_A,Unassign,RS sig
MAG_246,YL.RS.Si032_bins.metabat2.1.fa.45,35306.53496,5894.276034,80.88,4.76,4.20044326782227,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Unassign,Unassign,RS sig
MAG_247,YL.RS.Si032_bins.metabat2.1.fa.506,110324.7518,33026.93673,57.97,4.27,2.02371501922607,Bacteria,Actinobacteriota,UBA4738,CADDZG01,WHSQ01,MB1-2,Unassign,RS sig
MAG_248,YL.RS.Si032_bins.metabat2.1.fa.507,95329.26042,22815.52596,84.54,6.65,4.57675361633301,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,Unassign,RS sig
MAG_249,YL.RS.Si032_bins.metabat2.1.fa.509,104880.8172,27138.33408,72.13,7,3.1239767074585,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Casimicrobiaceae,VBCG01,Unassign,RS sig
MAG_250,YL.RS.Si032_bins.metabat2.1.fa.526,46178.54402,26512.60058,72.35,6.9,5.01134395599365,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,UBA2999,JAENWD01,Unassign,RS sig
MAG_251,YL.RS.Si032_bins.metabat2.1.fa.541,52697.57942,10951.02487,70.69,8.21,3.37586116790771,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SG8-41,DSOT01,Unassign,RS sig
MAG_252,YL.RS.Si032_bins.metabat2.1.fa.555,37.09043,93.33902,59.6,0,0.851937294006348,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA6022,Unassign,RP sig
MAG_253,YL.RS.Si032_bins.metabat2.1.fa.587,22027.92438,7166.909874,57.18,0,1.81985950469971,Bacteria,Chloroflexota,Limnocylindria,QHBO01,QHBO01,Unassign,Unassign,RS sig
MAG_254,YL.RS.Si032_bins.metabat2.1.fa.596,120052.31,29113.66694,78.15,2.22,4.39259243011475,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea,Unassign,RS sig
MAG_255,YL.RS.Si032_bins.metabat2.1.fa.606,1248.46003,6233.139732,98.34,0.33,3.57102012634277,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,RP sig
MAG_256,YL.RS.Si032_bins.metabat2.1.fa.609,38489.48789,6610.886232,86.92,2.78,4.34618854522705,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,Unassign,Unassign,RS sig
MAG_257,YL.RS.Si032_bins.metabat2.1.fa.611,56747.06321,18413.35004,85.5,1,2.30267238616943,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,AC-38,Unassign,RS sig
MAG_258,YL.RS.Si032_bins.metabat2.1.fa.622,21394.37894,5550.537936,51.78,2.91,1.0390682220459,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Unassign,RS sig
MAG_259,YL.RS.Si032_bins.metabat2.1.fa.628,18850.78826,6750.27535,81.35,6.41,2.68060970306396,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_F,Unassign,RS sig
MAG_260,YL.RS.Si032_bins.metabat2.1.fa.634,38984.0058,12108.89085,86.99,5.13,1.90532398223877,Bacteria,Actinobacteriota,UBA4738,UBA4738,HRBIN12,DSRY01,Unassign,RS sig
MAG_261,YL.RS.Si032_bins.metabat2.1.fa.65,18158.10466,28034.98898,64.03,2.82,4.61648654937744,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Chryseolinea,Unassign,RP sig
MAG_262,YL.RS.Si032_bins.metabat2.1.fa.650,19.572512,22.998678,64.81,0,0.891797065734863,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,JACDFO01,Unassign,Unassign,RP
MAG_263,YL.RS.Si032_bins.metabat2.1.fa.655,3343.006126,7172.098496,77.07,5.17,3.20869636535645,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas_A,Unassign,RP sig
MAG_264,YL.RS.Si032_bins.metabat2.1.fa.657,103917.4795,90688.43182,68.04,3.45,5.65005493164062,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,JAFDVJ01,Unassign,RS
MAG_265,YL.RS.Si032_bins.metabat2.1.fa.93,8827.735366,3875.976122,88.67,1.37,6.77615833282471,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,PCC7113,Unassign,RS sig
MAG_266,YL.RS.Si032_concoct_13,9155.06922,5543.616412,79.57,5.65,7.83889007568359,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Unassign,Unassign,RS sig
MAG_267,YL.RS.Si032_concoct_174,36680.17034,39158.34522,71.18,1.91,8.68509769439697,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,SZUA-265,Unassign,RP
MAG_268,YL.RS.Si032_concoct_23,43145.81843,10610.41515,54.07,1.98,3.83761596679688,Bacteria,Chloroflexota,UBA2235,UBA12225,UBA12225,Unassign,Unassign,RS sig
MAG_269,YL.RS.Si032_concoct_239,10904.49847,11199.04388,50,1.75,1.63944911956787,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,Unassign,Unassign,RP
MAG_270,YL.RS.Si032_concoct_288,40950.02919,19391.65148,68.05,0.91,5.85974311828613,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,J027,JAAUUD01,Unassign,RS sig
MAG_271,YL.RS.Si051_bins.metabat2.1.fa.19,43144.96588,193846.3891,80.34,5.17,0.986814498901367,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,Unassign,Unassign,RP sig
MAG_272,YL.RS.Si051_bins.metabat2.1.fa.31,79992.24906,164254.535,59.66,1.72,3.67844867706299,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pseudorivibacter,Pseudorivibacter rhizosphaerae,RP sig
MAG_273,YL.RS.Si051_bins.metabat2.1.fa.32,41383.23427,115204.4184,60.28,2.64,5.09801292419434,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp001860525,RP
MAG_274,YL.RS.Si051_bins.metabat2.1.fa.35,9023.593658,32847.09114,53.66,1.99,1.21349143981934,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Terribacillus,Terribacillus saccharophilus,RP sig
MAG_275,YL.RS.Si051_bins.metabat2.1.fa.37,1051512.759,129441.2784,51,1.98,4.56557559967041,Bacteria,Chloroflexota,UBA6077,UBA6077,CF-72,Unassign,Unassign,RS sig
MAG_276,YL.RS.Si051_bins.metabat2.1.fa.57,75606.90742,469490.1913,60.74,3.7,1.07524394989014,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,Unassign,Unassign,RP sig
MAG_277,YL.RS.Si051_bins.metabat2.1.fa.67,46415.50492,13587.54899,54.17,0,1.32530117034912,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,AC-38,Unassign,RS sig
MAG_278,YL.RS.Si051_concoct_32,364521.2118,82000.99438,84.48,9.48,8.27256774902344,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,2-12-FULL-66-21,JACDCA01,Unassign,RS sig
MAG_279,YL.RS.Si051_concoct_80,77270.0296,70128.44013,65.79,1.91,3.1777172088623,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus polymyxa_C,RS
MAG_280,YL.RS.Si062_bins.metabat2.1.fa.23,257347.0835,104706.75,50.66,2.73,1.74564647674561,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_C,Unassign,RS sig
MAG_281,YL.RS.Si062_bins.metabat2.1.fa.30,12300.09704,58428.53379,99.37,2.17,4.98433208465576,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,RP sig
MAG_282,YL.RS.Si062_bins.metabat2.1.fa.4,80800.0566,28186.62283,50.41,2.61,2.3557767868042,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,OLB17,Unassign,RS sig
MAG_283,YL.RS.Si062_concoct_64,109731.8285,33118.59625,50.4,1.71,2.47869491577148,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Unassign,Unassign,RS sig
MAG_284,YL.RS.Si062_concoct_7,16860.69572,38244.40468,50.5,0,1.93095397949219,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unassign,Unassign,RP sig
MAG_285,YL.RS.Si062_concoct_75,78033.04845,27452.3668,65.15,0,0.882356643676758,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Unassign,RS sig
MAG_286,YL.RS.Si079_bins.metabat2.1.fa.11,84439.22532,10932.09638,73.9,2.63,2.31053352355957,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,SCSIO-52915,Unassign,RS sig
MAG_287,YL.RS.Si079_bins.metabat2.1.fa.17,73062.86955,14280.81401,82.22,4.35,3.999023438,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,AG2,Unassign,RS sig
MAG_288,YL.RS.Si079_bins.metabat2.1.fa.27,191625.8892,35949.04765,71.04,1.89,4.13536548614502,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,UBA6265,Unassign,Unassign,RS sig
MAG_289,YL.RS.Si079_bins.metabat2.1.fa.30,80304.5001,16659.90187,51.86,1.94,0.609990119934082,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,TA-21,TA-21 sp014381105,RS sig
MAG_290,YL.RS.Si079_bins.metabat2.1.fa.7,94073.77307,29290.81954,50.45,2.14,2.65849494934082,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Unassign,Unassign,RS sig
MAG_291,YL.RS.Si079_concoct_25,269511.1742,32972.6536,59.25,3.87,4.4305362701416,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Unassign,Unassign,RS sig
MAG_292,YL.RS.Si080_bins.035.maxbin,25593.7334,53251.77272,58.62,1.72,2.16363906860352,Bacteria,Firmicutes,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus barbaricus,RP sig
MAG_293,YL.RS.Si080_bins.065.maxbin,94715.2798,15822.81785,84.09,9.44,2.63049983978271,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,SCSIO-52915,Unassign,RS sig
MAG_294,YL.RS.Si080_bins.111.maxbin,32040.52356,101925.9535,60.18,3.24,1.61432456970215,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Terribacillus,Terribacillus saccharophilus,RP sig
MAG_295,YL.RS.Si080_bins.metabat2.1.fa.35,52222.61093,16657.86432,61.74,3.85,2.09830570220947,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Unassign,Unassign,Unassign,RS sig
MAG_296,YL.RS.Si080_bins.metabat2.1.fa.37,55726.2363,17248.6374,56.03,0,1.81560802459717,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Unassign,Unassign,RS sig
MAG_297,YL.RS.Si080_bins.metabat2.1.fa.46,209645.1786,43390.16527,80.3,4.4,3.90278339385986,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Unassign,Unassign,RS sig
MAG_298,YL.RS.Si080_bins.metabat2.1.fa.89,63325.81727,305101.9467,55.33,0,3.1163387298584,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium meliloti_A,RP sig
MAG_299,YL.RS.Si080_bins.metabat2.1.fa.9,65617.92298,11576.27135,97.44,6.2,6.82467460632324,Bacteria,Acidobacteriota,Blastocatellia,UBA7656,UBA7656,JADGNW01,Unassign,RS sig
MAG_300,YL.RS.Si080_concoct_13,156896.6173,48577.09576,58.22,2.14,3.27221298217773,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Unassign,Unassign,RS sig
MAG_301,YL.RS.Si080_concoct_45,82221.91683,15445.74486,67.08,3.48,3.32169628143311,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SG8-41,DSOT01,Unassign,RS sig
MAG_302,YL.RS.Si080_concoct_98,153744.629,49346.78204,80.64,6.11,7.14151668548584,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Unassign,Unassign,RS sig
MAG_303,YL.RS.Si081_bins.029.maxbin,135750.4837,42225.55347,52.68,1.14,3.28774547576904,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Unassign,Unassign,RS sig
MAG_304,YL.RS.Si081_bins.036.maxbin,125207.2726,38384.30346,50,2.59,1.06417942047119,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,JACDAN01,Unassign,RS sig
MAG_305,YL.RS.Si081_bins.metabat2.1.fa.33,409491.5884,112307.6494,72.76,3.45,5.50310230255127,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,UBA2999,12-FULL-67-14b,Unassign,RS sig
MAG_306,YL.RS.Si081_bins.metabat2.1.fa.46,87890.94955,187169.6253,82.97,3.01,4.50222969055176,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pseudorivibacter,Pseudorivibacter rhizosphaerae,RP sig
MAG_307,YL.RS.Si081_bins.metabat2.1.fa.48,106594.9493,38428.10475,68.86,4.7,2.89365577697754,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,OLB17,Unassign,RS sig
MAG_308,YL.RS.Si081_concoct_33,257246.5493,77613.68922,94.01,3.28,5.44329261779785,Bacteria,Desulfobacterota_B,Binatia,UBA9968,UBA9968,WHTF01,Unassign,RS sig
MAG_309,YL.RS.Si081_concoct_51,271755.3008,36954.30046,59.37,3.51,4.32553195953369,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Unassign,Unassign,RS sig
MAG_310,YL.RS.Si083_bins.015.maxbin,143465.2356,44571.02059,58.2,1.36,3.35451030731201,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Unassign,Unassign,RS sig
MAG_311,YL.RS.Si083_bins.057.maxbin,185136.5572,31169.55897,54.68,4.82,1.83236885070801,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Unassign,Unassign,RS sig
MAG_312,YL.RS.Si083_bins.metabat2.1.fa.14,129511.3506,47389.59908,72.13,8.55,3.22406387329102,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,OLB17,Unassign,RS sig
MAG_313,YL.RS.Si083_bins.metabat2.1.fa.19,78911.65267,28674.63073,71.04,3.4,1.16401863098145,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Unassign,RS sig
MAG_314,YL.RS.Si083_bins.metabat2.1.fa.27,126787.7157,21298.45111,59.43,0.47,2.96433544158936,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,UBA6265,Unassign,Unassign,RS sig
MAG_315,YL.RS.Si090_bins.032.maxbin,118035.7584,36783.86166,54.86,0.72,2.81155395507812,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Unassign,Unassign,RS sig
MAG_316,YL.RS.Si090_bins.metabat2.1.fa.25,91799.33393,11796.28627,67.07,3.98,2.33098983764648,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,SCSIO-52915,Unassign,RS sig
MAG_317,YL.RS.Si214_bins.metabat2.1.fa.53,64030.35887,35600.49051,58.24,0.34,1.47621917724609,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter,Unassign,RS sig
MAG_318,YL.RS.Si214_bins.metabat2.1.fa.64,131239.726,516090.5435,55.17,0.86,1.79629039764404,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus safensis,RP sig
MAG_319,YL.RS.Si214_concoct_33,200346.6581,64962.84079,76.58,0.43,3.68087959289551,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,Unassign,Unassign,Unassign,RS sig
MAG_320,YL.RS.Si214_concoct_64,42694.92035,9513.557956,87.07,0.1,2.47318935394287,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SG8-39,JAABQT01,Unassign,RS sig
MAG_321,YL.RS.Si235_bins.metabat2.1.fa.101,20823.2036,7981.053244,76.5,3.85,2.29116153717041,Bacteria,Actinobacteriota,UBA4738,UBA4738,HRBIN12,AC-51,Unassign,RS sig
MAG_322,YL.RS.Si235_bins.metabat2.1.fa.127,27026.69237,12095.89632,63.64,3.4,1.44314575195312,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Unassign,RS sig
MAG_323,YL.RS.Si235_bins.metabat2.1.fa.13,25944.34321,18772.24649,74.49,6.08,3.06957912445068,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Unassign,Unassign,RS sig
MAG_324,YL.RS.Si235_bins.metabat2.1.fa.14,18188.5853,10408.18337,80.3,3.8,3.1380615234375,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Unassign,Unassign,RS sig
MAG_325,YL.RS.Si235_bins.metabat2.1.fa.143,136389.6811,93457.9696,51.21,3.45,2.17782688140869,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Unassign,RS sig
MAG_326,YL.RS.Si235_bins.metabat2.1.fa.144,33330.31424,14594.96942,86.69,5.7,8.1365966796875,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Unassign,Unassign,RS sig
MAG_327,YL.RS.Si235_bins.metabat2.1.fa.167,108750.2844,23481.12375,71.59,1.85,5.69341373443604,Bacteria,Armatimonadota,SYMT01,SYMT01,SYMT01,Unassign,Unassign,RS sig
MAG_328,YL.RS.Si235_bins.metabat2.1.fa.173,57203.55394,18126.57828,77.49,6.84,4.81617832183838,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,JACPHL01,Unassign,Unassign,RS sig
MAG_329,YL.RS.Si235_bins.metabat2.1.fa.190,40320.80473,4425.133314,72.02,0,4.65516662597656,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA8199,PSRM01,Unassign,RS sig
MAG_330,YL.RS.Si235_bins.metabat2.1.fa.192,19660.86052,5435.257628,74.65,5.88,3.89475631713867,Bacteria,Desulfobacterota_B,Binatia,UBA1149,UBA1149,Unassign,Unassign,RS sig
MAG_331,YL.RS.Si235_bins.metabat2.1.fa.194,1941.36722,896.233366,91.42,2.91,1.61939907073975,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Unassign,RS sig
MAG_332,YL.RS.Si235_bins.metabat2.1.fa.204,50412.45504,15209.74833,84.1,3.3,2.50975894927979,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,JACDCY01,Unassign,RS sig
MAG_333,YL.RS.Si235_bins.metabat2.1.fa.211,30150.86812,11508.86156,77.33,6.08,6.54328060150146,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,JADJPG01,Unassign,Unassign,RS sig
MAG_334,YL.RS.Si235_bins.metabat2.1.fa.216,83085.45334,27445.76067,80.15,8.44,4.77007389068604,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,CSP1-6,40CM-4-69-5,Unassign,RS sig
MAG_335,YL.RS.Si235_bins.metabat2.1.fa.232,491.301676,9312.51049,91.65,1.72,3.96213817596436,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,RP sig
MAG_336,YL.RS.Si235_bins.metabat2.1.fa.255,51680.19262,18277.14406,90.86,4.17,2.37971591949463,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Sep-70,VGBV01,Unassign,RS sig
MAG_337,YL.RS.Si235_bins.metabat2.1.fa.256,6641.811206,2374.357418,89.92,2.52,2.74087333679199,Bacteria,UBA10199,UBA10199,DSSB01,DSSB01,DSSB01,Unassign,RS sig
MAG_338,YL.RS.Si235_bins.metabat2.1.fa.276,3639.90487,1625.262628,55.38,0,0.624946594238281,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,UBA6265,Unassign,Unassign,RS sig
MAG_339,YL.RS.Si235_bins.metabat2.1.fa.296,61591.00778,14301.00468,69.18,1.7,3.22593021392822,Bacteria,Planctomycetota,B15-G4,B15-G4,B15-G4,Unassign,Unassign,RS sig
MAG_340,YL.RS.Si235_bins.metabat2.1.fa.300,17547.17523,5697.243956,60.45,2.56,2.73300075531006,Bacteria,Actinobacteriota,UBA4738,CADDZG01,WHSQ01,JACDAL01,Unassign,RS sig
MAG_341,YL.RS.Si235_bins.metabat2.1.fa.304,35719.50702,6223.869856,92.92,3.47,4.21081447601318,Bacteria,Acidobacteriota,Mor1,JACPZX01,Unassign,Unassign,Unassign,RS sig
MAG_342,YL.RS.Si235_bins.metabat2.1.fa.35,48462.98419,8776.28158,67.68,0.55,4.46176815032959,Bacteria,Chloroflexota,Chloroflexia,54-19,JADMIH01,Unassign,Unassign,RS sig
MAG_343,YL.RS.Si235_bins.metabat2.1.fa.381,25002.11231,5023.561132,53.03,3.82,2.11690235137939,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA12294,Unassign,RS sig
MAG_344,YL.RS.Si235_bins.metabat2.1.fa.4,85893.25887,24982.08914,57.05,2.59,2.51873397827148,Bacteria,Acidobacteriota,Thermoanaerobaculia,Gp7-AA8,Gp7-AA8,QHVT01,Unassign,RS sig
MAG_345,YL.RS.Si235_bins.metabat2.1.fa.40,58987.182,91544.01633,67.55,1.72,5.78326892852783,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Unassign,Unassign,RP
MAG_346,YL.RS.Si235_bins.metabat2.1.fa.41,26672.20367,10537.48553,51.72,1.72,4.34952354431152,Bacteria,Acidobacteriota,Blastocatellia,DSOJ01,DSOJ01,Unassign,Unassign,RS sig
MAG_347,YL.RS.Si235_bins.metabat2.1.fa.414,48262.08847,16360.14221,60.85,0,2.62733745574951,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,Unassign,Unassign,RS sig
MAG_348,YL.RS.Si235_bins.metabat2.1.fa.423,14536.65747,9367.486782,90.25,1.25,4.20768547058105,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,JACMKV01,Unassign,Unassign,RS sig
MAG_349,YL.RS.Si235_bins.metabat2.1.fa.437,51033.44172,109360.3436,53.45,0,3.34619045257568,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pseudorivibacter,Pseudorivibacter rhizosphaerae,RP sig
MAG_350,YL.RS.Si235_bins.metabat2.1.fa.469,30606.05372,6805.431286,62.3,3.88,1.22360801696777,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,TA-21,Unassign,RS sig
MAG_351,YL.RS.Si235_bins.metabat2.1.fa.490,34765.42396,6307.912374,78.04,8.73,9.82360458374023,Bacteria,Myxococcota,WYAZ01,WYAZ01,WYAZ01,Unassign,Unassign,RS sig
MAG_352,YL.RS.Si235_bins.metabat2.1.fa.507,10459.17329,3418.00002,70.96,1.71,2.07321548461914,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,ZC4RG35,JACCTH01,Unassign,RS sig
MAG_353,YL.RS.Si235_bins.metabat2.1.fa.526,30734.11247,6593.227102,62.23,0.86,3.6480712890625,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,AG2,Unassign,RS sig
MAG_354,YL.RS.Si235_bins.metabat2.1.fa.544,15541.83313,4893.525978,53.97,1.72,3.24784183502197,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,SZUA-320,Unassign,RS sig
MAG_355,YL.RS.Si235_bins.metabat2.1.fa.550,11915.86501,2833.502272,51.95,1.1,1.81574440002441,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,UBA6960,JAAXGI01,Unassign,RS sig
MAG_356,YL.RS.Si235_bins.metabat2.1.fa.560,60288.01776,15459.80621,59.71,0.99,1.69381523132324,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea,Unassign,RS sig
MAG_357,YL.RS.Si235_bins.metabat2.1.fa.564,10994.90612,3208.333668,51.72,0,1.99688816070557,Bacteria,Acidobacteriota,Thermoanaerobaculia,Gp7-AA8,Gp7-AA8,Unassign,Unassign,RS sig
MAG_358,YL.RS.Si235_bins.metabat2.1.fa.586,16477.60946,9565.381362,50.43,1.11,1.96604824066162,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Unassign,Unassign,Unassign,RS sig
MAG_359,YL.RS.Si235_bins.metabat2.1.fa.589,49331.44327,12832.0686,88.37,8.24,4.83200263977051,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,UBA6960,Unassign,Unassign,RS sig
MAG_360,YL.RS.Si235_bins.metabat2.1.fa.604,130742.7366,22858.21711,62.33,3.38,4.17741870880127,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,SIBH01,Unassign,Unassign,RS sig
MAG_361,YL.RS.Si235_bins.metabat2.1.fa.61,183910.7197,35245.47627,71.55,7.59,5.58719158172607,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,CSP1-6,Unassign,Unassign,RS sig
